Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,Travel_Frequently,Sales,7,3,4,Female,3,Sales Executive,Married,4302,0,No,3,3,1,4,3,3,3,2,0,2
55,Travel_Frequently,Research & Development,18,4,3,Male,3,Healthcare Representative,Married,6385,3,Yes,3,4,2,17,3,3,8,7,6,7
52,Travel_Rarely,Research & Development,8,4,3,Male,2,Research Scientist,Married,4941,2,No,3,1,0,11,3,2,8,2,7,7
39,Travel_Rarely,Sales,5,3,4,Male,3,Sales Representative,Married,2086,3,No,3,3,1,19,6,4,1,0,0,0
33,Travel_Rarely,Research & Development,21,3,2,Male,4,Laboratory Technician,Married,2028,1,No,3,4,3,14,6,3,14,11,2,13
34,Travel_Frequently,Research & Development,22,4,3,Male,2,Research Scientist,Married,5747,1,Yes,3,2,0,16,3,3,15,10,6,11
37,Travel_Rarely,Research & Development,11,3,1,Female,3,Laboratory Technician,Single,3629,4,No,3,1,0,8,6,3,3,2,0,2
27,Travel_Rarely,Research & Development,4,3,2,Female,3,Research Scientist,Single,2318,1,No,3,3,0,1,2,3,1,1,0,0
49,Travel_Rarely,Research & Development,4,2,1,Male,2,Manager,Married,18711,2,No,3,3,1,23,2,4,1,0,0,0
36,Non-Travel,Sales,8,4,1,Male,2,Sales Executive,Single,7587,1,No,3,2,0,10,1,3,10,7,0,9
43,Travel_Rarely,Research & Development,7,3,3,Female,3,Healthcare Representative,Married,9985,8,No,3,1,1,10,1,2,1,0,0,0
26,Travel_Frequently,Research & Development,5,2,3,Female,2,Research Scientist,Married,2366,1,Yes,3,1,1,8,2,3,8,7,1,7
55,Travel_Rarely,Research & Development,2,3,3,Female,3,Manager,Single,16659,2,Yes,3,3,0,30,2,3,5,4,1,2
27,Travel_Rarely,Research & Development,8,3,3,Female,3,Research Scientist,Single,3445,1,No,3,3,0,6,5,2,6,2,1,4
40,Travel_Rarely,Research & Development,6,3,2,Female,3,Manufacturing Director,Single,13237,7,No,3,3,0,22,3,3,20,6,5,13
27,Travel_Rarely,Sales,2,3,4,Male,3,Sales Executive,Single,4478,1,Yes,3,1,0,5,3,3,5,4,0,4
53,Travel_Frequently,Sales,2,3,3,Female,2,Sales Executive,Married,7525,2,No,3,1,1,30,2,3,15,7,6,12
36,Travel_Rarely,Research & Development,4,4,1,Male,2,Laboratory Technician,Single,5810,1,No,3,3,0,10,2,2,10,4,1,8
29,Travel_Rarely,Research & Development,7,3,2,Female,3,Laboratory Technician,Divorced,3339,3,Yes,3,1,2,10,2,3,7,7,7,7
44,Travel_Frequently,Research & Development,24,3,4,Male,3,Laboratory Technician,Divorced,3161,3,Yes,4,4,1,19,0,1,1,0,0,0
41,Travel_Rarely,Sales,8,3,3,Female,3,Sales Executive,Married,4393,5,No,4,3,1,14,3,3,5,4,1,4
46,Travel_Rarely,Research & Development,18,3,3,Female,3,Manufacturing Director,Divorced,4810,2,No,3,3,1,19,5,2,10,7,0,8
44,Travel_Rarely,Human Resources,1,2,2,Male,2,Human Resources,Married,10482,9,No,3,4,1,24,1,3,20,6,3,6
50,Travel_Rarely,Research & Development,1,3,3,Male,2,Laboratory Technician,Married,3690,2,No,3,4,1,5,2,2,3,2,0,2
23,Travel_Rarely,Research & Development,26,1,3,Male,3,Research Scientist,Divorced,2904,1,No,3,3,2,4,2,2,4,2,0,2
32,Travel_Frequently,Research & Development,2,2,4,Female,3,Research Scientist,Single,4998,4,Yes,3,4,0,10,2,3,8,7,0,7
47,Travel_Rarely,Research & Development,5,5,4,Male,3,Research Director,Married,18300,4,No,3,2,1,21,2,3,3,2,1,1
28,Travel_Frequently,Research & Development,2,2,3,Male,2,Laboratory Technician,Single,2561,7,No,3,3,0,8,2,2,0,0,0,0
38,Travel_Frequently,Research & Development,1,3,4,Male,3,Research Scientist,Married,4735,7,No,3,4,2,19,4,4,13,11,2,9
55,Travel_Frequently,Research & Development,2,1,4,Male,3,Manufacturing Director,Married,10976,3,No,3,2,1,23,4,3,3,2,1,2
19,Travel_Rarely,Sales,21,3,4,Male,2,Sales Representative,Single,2121,1,Yes,3,2,0,1,3,4,1,0,0,0
31,Travel_Frequently,Research & Development,29,2,3,Male,2,Laboratory Technician,Single,3479,0,No,3,2,0,6,2,4,5,4,1,4
29,Travel_Rarely,Research & Development,6,1,2,Female,3,Laboratory Technician,Married,3131,1,No,3,1,1,10,5,3,10,8,0,8
59,Travel_Rarely,Sales,1,2,2,Male,3,Manager,Married,11904,3,Yes,3,3,1,14,1,1,6,4,0,4
58,Travel_Rarely,Research & Development,7,4,3,Female,2,Manufacturing Director,Married,10008,7,Yes,3,4,0,31,0,2,10,9,5,9
21,Travel_Frequently,Research & Development,10,2,1,Female,2,Laboratory Technician,Single,2625,1,No,4,3,0,2,2,1,2,2,2,2
46,Travel_Rarely,Research & Development,21,2,4,Female,3,Healthcare Representative,Married,8926,4,No,4,4,1,13,2,4,9,7,3,7
28,Travel_Rarely,Research & Development,24,3,3,Male,2,Laboratory Technician,Single,2028,5,Yes,3,2,0,6,4,3,4,2,0,3
40,Travel_Rarely,Sales,22,2,3,Male,2,Sales Executive,Married,6380,2,Yes,3,1,2,8,6,3,6,4,1,0
25,Travel_Rarely,Sales,3,1,3,Male,3,Sales Executive,Married,4194,1,Yes,3,4,0,5,3,3,5,3,0,3
45,Travel_Rarely,Research & Development,10,2,1,Male,3,Research Scientist,Married,2654,3,No,4,4,2,8,3,2,2,2,0,2
46,Travel_Rarely,Sales,9,2,3,Male,2,Sales Executive,Single,9619,1,No,3,4,0,9,3,3,9,8,4,7
29,Travel_Rarely,Sales,1,3,2,Female,2,Sales Representative,Divorced,2800,6,Yes,3,3,3,5,3,3,3,2,0,2
33,Travel_Rarely,Research & Development,25,3,1,Male,2,Research Scientist,Single,2313,4,Yes,4,2,0,5,0,3,2,2,2,2
42,Non-Travel,Research & Development,21,2,3,Female,3,Manufacturing Director,Divorced,5265,2,No,3,2,1,11,5,3,5,3,0,2
32,Travel_Rarely,Sales,13,4,2,Male,3,Sales Executive,Divorced,4403,2,No,3,3,1,8,3,2,5,2,0,3
37,Travel_Frequently,Sales,4,4,1,Male,3,Sales Representative,Divorced,2793,4,No,3,3,1,13,2,3,9,8,5,8
32,Travel_Rarely,Sales,2,4,3,Male,2,Sales Executive,Single,9907,7,Yes,3,3,0,7,3,2,2,2,2,2
47,Travel_Rarely,Research & Development,2,2,3,Female,3,Manager,Married,16752,1,Yes,3,3,1,26,3,2,26,14,3,0
49,Travel_Rarely,Research & Development,1,2,3,Female,2,Healthcare Representative,Single,13964,7,Yes,3,4,0,25,2,3,7,1,0,7
35,Travel_Rarely,Research & Development,27,1,3,Female,2,Research Scientist,Single,2559,1,No,3,4,0,6,3,2,6,5,1,1
40,Travel_Rarely,Research & Development,12,3,2,Female,3,Healthcare Representative,Divorced,4448,2,No,3,2,1,15,3,3,7,4,7,7
41,Travel_Rarely,Sales,20,2,2,Female,3,Sales Representative,Single,3140,1,Yes,4,4,0,4,5,2,4,3,0,2
48,Travel_Rarely,Sales,7,3,3,Male,3,Sales Executive,Divorced,5486,4,No,3,1,3,15,3,3,2,2,2,2
55,Travel_Rarely,Research & Development,1,4,2,Male,4,Research Director,Divorced,14732,2,No,3,4,2,31,4,4,7,7,0,0
45,Travel_Rarely,Human Resources,24,4,2,Male,3,Human Resources,Single,2177,1,No,3,1,0,6,3,3,6,3,0,4
24,Travel_Rarely,Research & Development,9,3,3,Male,4,Research Scientist,Married,4401,1,No,3,4,1,5,1,3,5,3,0,4
40,Travel_Rarely,Research & Development,7,3,1,Male,3,Laboratory Technician,Single,2166,3,Yes,3,2,0,10,3,1,4,2,0,3
33,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Scientist,Single,2500,0,No,3,1,0,4,2,4,3,1,0,2
45,Non-Travel,Research & Development,2,2,1,Male,2,Manager,Married,16792,9,No,4,4,1,22,1,3,20,8,11,8
36,Non-Travel,Research & Development,1,4,4,Female,2,Manufacturing Director,Married,4374,0,No,3,3,0,4,6,3,3,2,1,2
33,Travel_Rarely,Sales,8,4,3,Male,3,Sales Executive,Divorced,7104,0,No,3,4,0,6,3,3,5,0,1,2
40,Travel_Rarely,Human Resources,6,2,3,Male,3,Manager,Single,16437,1,Yes,4,4,0,21,2,3,21,7,7,7
29,Travel_Rarely,Sales,3,2,2,Female,3,Sales Executive,Married,5561,1,No,3,1,1,6,5,2,6,0,1,2
36,Travel_Rarely,Sales,3,3,1,Female,2,Sales Executive,Married,7644,0,No,3,3,2,10,2,3,9,7,3,4
49,Travel_Rarely,Research & Development,3,2,3,Female,2,Laboratory Technician,Married,4789,4,No,4,1,1,10,3,3,3,2,1,2
50,Travel_Rarely,Research & Development,28,1,4,Male,4,Laboratory Technician,Married,3221,1,Yes,3,3,3,20,3,3,20,8,3,8
40,Travel_Rarely,Research & Development,1,4,1,Male,3,Manager,Divorced,16823,2,No,3,1,1,22,3,3,19,7,11,16
33,Travel_Rarely,Research & Development,1,4,4,Male,3,Research Scientist,Single,2686,1,Yes,3,3,0,10,2,2,10,9,7,8
45,Non-Travel,Research & Development,23,2,4,Male,3,Laboratory Technician,Married,3633,1,Yes,3,3,1,9,2,3,9,8,0,8
39,Non-Travel,Research & Development,9,3,4,Male,3,Manager,Single,19431,2,No,3,3,0,21,3,2,6,0,1,3
52,Travel_Rarely,Research & Development,11,4,4,Female,3,Laboratory Technician,Married,3149,8,No,4,2,1,9,3,3,5,2,1,4
41,Non-Travel,Research & Development,5,2,1,Male,2,Research Scientist,Divorced,2107,6,No,3,1,1,5,2,1,1,0,0,0
25,Travel_Rarely,Research & Development,1,3,1,Male,3,Laboratory Technician,Married,3229,4,No,3,2,1,7,2,2,3,2,0,2
28,Travel_Rarely,Research & Development,12,1,3,Female,3,Laboratory Technician,Married,2515,1,Yes,3,4,0,1,4,2,1,1,0,0
43,Travel_Frequently,Sales,2,4,1,Male,3,Sales Executive,Married,5675,1,No,4,3,1,7,5,3,7,7,7,7
34,Travel_Frequently,Research & Development,16,4,3,Female,2,Research Scientist,Single,2553,1,No,3,3,0,6,3,3,5,2,1,3
38,Travel_Rarely,Research & Development,25,2,1,Female,2,Research Director,Married,12061,3,No,3,3,1,19,2,3,10,8,0,1
50,Travel_Frequently,Research & Development,22,5,3,Male,1,Research Director,Single,14411,1,Yes,3,4,0,32,2,3,32,6,13,9
32,Travel_Rarely,Research & Development,29,4,3,Female,2,Laboratory Technician,Single,2837,1,No,3,3,0,6,3,3,6,2,4,1
35,Travel_Rarely,Research & Development,1,3,4,Female,2,Laboratory Technician,Married,5363,0,No,3,2,1,10,0,3,9,7,0,0
19,Travel_Rarely,Sales,22,1,4,Male,3,Sales Representative,Single,1675,1,Yes,3,4,0,0,2,2,0,0,0,0
32,Travel_Rarely,Sales,4,2,3,Female,3,Sales Representative,Married,3931,2,No,3,1,1,6,5,3,4,3,1,2
31,Travel_Rarely,Sales,8,2,1,Male,3,Sales Executive,Divorced,10793,1,No,3,1,1,13,5,3,13,7,9,9
42,Travel_Rarely,Research & Development,29,3,2,Male,1,Laboratory Technician,Single,4272,4,No,3,1,0,16,3,3,1,0,0,0
52,Travel_Rarely,Sales,3,4,3,Male,2,Manager,Married,16856,1,No,3,1,0,34,3,4,34,6,1,16
25,Travel_Rarely,Research & Development,4,1,4,Male,3,Laboratory Technician,Married,3691,1,Yes,3,2,1,7,3,4,7,7,5,6
46,Travel_Rarely,Sales,3,3,3,Female,3,Manager,Married,16606,8,No,3,4,1,23,2,4,13,12,5,1
44,Travel_Rarely,Sales,28,3,4,Female,4,Sales Executive,Married,13320,3,Yes,3,3,1,23,2,3,12,11,11,11
28,Travel_Rarely,Sales,9,4,2,Male,3,Sales Executive,Single,5253,1,No,3,4,0,7,1,3,7,5,0,7
30,Travel_Rarely,Research & Development,8,2,2,Female,4,Research Director,Married,11416,0,Yes,3,3,3,9,4,2,8,7,1,7
47,Travel_Rarely,Sales,4,2,4,Female,3,Sales Executive,Single,4163,1,Yes,3,3,0,9,0,3,9,0,0,7
33,Travel_Frequently,Research & Development,6,3,3,Male,3,Healthcare Representative,Divorced,7725,3,No,4,3,1,15,2,1,13,11,4,7
46,Travel_Rarely,Sales,10,3,3,Female,2,Sales Executive,Married,9071,2,Yes,3,3,1,15,3,3,3,2,1,2
32,Non-Travel,Research & Development,1,3,3,Female,2,Laboratory Technician,Married,2332,6,No,4,3,0,5,3,3,3,0,0,2
38,Travel_Rarely,Research & Development,15,2,3,Male,2,Research Director,Divorced,11510,0,Yes,3,2,1,12,3,3,11,10,2,9
35,Travel_Rarely,Sales,8,4,1,Female,3,Sales Representative,Married,2572,1,No,3,2,1,3,1,2,3,2,0,2
38,Travel_Rarely,Human Resources,1,3,3,Male,4,Human Resources,Married,2844,1,No,3,4,1,7,2,4,7,6,5,0
49,Travel_Rarely,Research & Development,18,4,4,Male,2,Research Director,Divorced,19502,1,Yes,3,3,1,31,5,3,31,9,0,9
47,Travel_Rarely,Research & Development,9,4,2,Female,3,Laboratory Technician,Single,2105,4,No,3,3,0,7,2,3,2,2,2,0
46,Travel_Rarely,Human Resources,5,2,2,Male,3,Human Resources,Divorced,5021,8,Yes,4,4,1,16,2,3,4,2,0,2
26,Travel_Rarely,Research & Development,1,2,2,Female,2,Research Scientist,Married,2933,1,Yes,3,3,1,1,3,2,1,0,1,0
40,Travel_Rarely,Sales,9,2,1,Male,3,Sales Executive,Married,5473,0,No,3,4,0,9,5,4,8,4,7,1
38,Travel_Rarely,Research & Development,29,1,2,Male,3,Healthcare Representative,Married,6673,7,Yes,3,2,0,17,2,3,1,0,0,0
21,Non-Travel,Sales,9,2,1,Male,3,Sales Representative,Single,2610,1,No,4,3,0,3,3,2,3,2,2,2
27,Travel_Rarely,Research & Development,4,2,1,Male,3,Research Scientist,Divorced,2517,1,No,3,2,3,5,2,3,5,3,0,3
38,Travel_Rarely,Sales,3,3,1,Male,3,Sales Executive,Divorced,10609,0,No,3,3,2,17,6,2,16,10,5,13
29,Travel_Rarely,Research & Development,3,4,2,Male,2,Research Director,Married,11935,1,No,3,3,0,10,2,3,10,2,0,7
29,Travel_Rarely,Research & Development,15,2,4,Female,2,Laboratory Technician,Single,4193,0,Yes,3,4,0,10,3,3,9,5,0,8
21,Travel_Rarely,Research & Development,18,1,4,Female,3,Research Scientist,Single,2693,1,No,3,1,0,1,3,2,1,0,0,0
45,Travel_Rarely,Sales,2,3,1,Female,1,Manager,Single,18824,2,Yes,3,1,0,26,2,3,24,10,1,11
49,Travel_Rarely,Research & Development,25,4,3,Female,3,Laboratory Technician,Married,3211,1,No,3,4,1,10,3,2,9,6,1,4
26,Travel_Rarely,Research & Development,21,3,1,Male,3,Laboratory Technician,Divorced,2377,1,No,4,3,1,1,0,2,1,1,0,0
40,Travel_Rarely,Research & Development,15,3,1,Female,2,Manufacturing Director,Married,10435,1,No,3,4,2,18,2,3,18,15,14,12
40,Travel_Rarely,Sales,2,4,3,Female,3,Manager,Married,18041,0,No,3,4,0,21,2,3,20,15,1,12
30,Travel_Rarely,Sales,12,3,2,Female,3,Sales Executive,Single,6577,0,No,3,2,0,6,6,3,5,4,4,4
35,Travel_Rarely,Research & Development,7,2,3,Male,2,Laboratory Technician,Married,2690,1,No,3,4,1,1,5,2,1,0,0,1
31,Travel_Rarely,Research & Development,12,1,3,Female,3,Research Scientist,Married,3929,8,Yes,4,3,1,7,0,3,4,2,0,2
36,Travel_Rarely,Sales,13,5,2,Male,2,Sales Executive,Divorced,6134,5,Yes,3,2,3,16,3,3,2,2,2,2
26,Travel_Rarely,Research & Development,24,3,3,Male,1,Laboratory Technician,Single,2340,1,Yes,3,2,0,1,3,1,1,0,0,0
30,Travel_Rarely,Human Resources,9,3,3,Male,3,Human Resources,Married,6347,0,Yes,3,4,0,12,2,1,11,9,4,7
43,Travel_Frequently,Sales,26,2,3,Male,3,Manager,Married,16959,1,Yes,3,4,2,25,3,4,25,12,4,12
32,Travel_Rarely,Research & Development,1,1,4,Male,3,Research Scientist,Single,2956,1,No,3,4,0,1,2,3,1,0,0,0
37,Travel_Frequently,Sales,1,4,3,Male,1,Sales Executive,Divorced,9525,1,No,3,3,2,6,2,2,6,3,1,3
58,Travel_Frequently,Research & Development,15,4,1,Male,3,Research Director,Married,15787,2,Yes,3,2,0,23,3,3,2,2,2,2
40,Travel_Rarely,Research & Development,4,1,4,Female,3,Manager,Married,19033,1,No,3,2,1,21,2,3,20,8,9,9
20,Travel_Rarely,Research & Development,4,3,1,Male,3,Laboratory Technician,Single,2973,1,No,3,2,0,1,2,3,1,0,0,0
30,Travel_Frequently,Human Resources,8,3,3,Female,2,Human Resources,Divorced,2180,6,No,3,3,1,6,0,2,4,2,1,2
40,Non-Travel,Research & Development,9,4,3,Male,3,Laboratory Technician,Divorced,3975,3,No,3,3,2,11,2,4,8,7,0,7
32,Travel_Frequently,Research & Development,2,2,4,Male,3,Laboratory Technician,Single,3068,0,No,3,3,0,8,2,2,7,7,3,6
35,Travel_Rarely,Research & Development,16,3,4,Female,2,Healthcare Representative,Single,8606,1,No,3,4,0,11,3,1,11,8,3,3
28,Non-Travel,Human Resources,1,2,3,Male,3,Human Resources,Divorced,2706,1,No,3,2,1,3,2,3,3,2,2,2
36,Travel_Rarely,Sales,17,2,3,Male,2,Sales Executive,Married,5507,2,No,3,3,2,12,1,1,4,2,1,3
33,Travel_Frequently,Sales,1,3,3,Female,4,Sales Executive,Married,5376,2,No,3,1,2,10,3,3,5,3,1,3
28,Travel_Frequently,Research & Development,2,3,4,Male,2,Laboratory Technician,Married,3867,1,Yes,3,2,1,2,2,3,2,2,2,2
42,Travel_Rarely,Research & Development,1,4,2,Female,3,Laboratory Technician,Divorced,2576,3,No,3,2,1,8,5,3,5,2,1,2
52,Travel_Rarely,Research & Development,7,4,2,Male,3,Healthcare Representative,Single,10445,7,No,3,4,0,18,4,3,8,6,4,0
60,Travel_Rarely,Sales,16,4,1,Male,3,Sales Executive,Single,5405,8,No,3,4,0,10,1,3,2,2,2,2
52,Travel_Rarely,Research & Development,6,2,4,Male,3,Research Scientist,Divorced,5577,3,Yes,3,2,2,18,3,3,10,9,6,9
46,Travel_Rarely,Sales,2,3,3,Male,3,Sales Executive,Divorced,10368,4,Yes,3,2,1,13,5,2,10,6,0,3
36,Travel_Rarely,Research & Development,3,2,1,Female,3,Laboratory Technician,Divorced,2835,5,No,4,1,1,7,2,3,1,0,0,0
26,Travel_Rarely,Sales,5,3,4,Female,2,Sales Representative,Single,2966,0,No,3,4,0,5,2,3,4,2,0,0
31,Travel_Rarely,Research & Development,20,3,2,Male,3,Laboratory Technician,Divorced,4197,1,No,3,1,1,10,2,3,10,8,0,2
31,Travel_Rarely,Research & Development,11,4,4,Male,3,Research Scientist,Married,2356,3,Yes,3,2,1,8,2,3,6,4,0,2
41,Non-Travel,Sales,10,2,4,Male,3,Sales Executive,Single,6230,7,No,3,4,0,16,3,3,14,3,1,10
29,Travel_Frequently,Sales,1,1,2,Female,3,Sales Executive,Married,7918,1,No,3,4,1,11,5,3,11,10,4,1
25,Travel_Rarely,Sales,4,2,2,Female,2,Sales Executive,Single,4487,1,Yes,3,2,0,5,3,3,5,4,1,3
31,Travel_Rarely,Research & Development,7,4,4,Male,3,Laboratory Technician,Divorced,5915,3,No,4,4,1,10,3,2,7,7,1,7
29,Travel_Rarely,Sales,2,3,1,Male,2,Sales Executive,Married,6644,2,No,3,2,2,10,2,3,0,0,0,0
50,Travel_Rarely,Research & Development,7,2,2,Female,2,Research Director,Divorced,18740,5,Yes,3,4,1,29,2,2,27,3,13,8
25,Travel_Rarely,Sales,4,1,3,Male,2,Sales Executive,Married,4256,1,No,3,1,0,5,1,4,5,2,0,3
51,Travel_Rarely,Sales,14,2,3,Female,3,Sales Executive,Married,4936,4,No,3,3,1,18,2,2,7,7,0,7
40,Travel_Rarely,Sales,26,3,3,Male,3,Sales Executive,Married,8396,1,No,3,2,1,8,3,2,7,7,7,5
29,Travel_Rarely,Research & Development,9,3,3,Male,4,Research Scientist,Married,2451,6,No,3,1,2,5,2,2,1,0,0,0
42,Travel_Frequently,Research & Development,5,2,2,Male,3,Laboratory Technician,Married,2093,4,No,3,4,1,8,4,3,2,2,2,0
34,Travel_Frequently,Research & Development,15,3,2,Male,3,Research Director,Divorced,17007,7,No,3,4,2,16,3,2,14,8,6,9
29,Travel_Frequently,Sales,20,3,3,Female,3,Sales Representative,Married,2157,1,No,3,2,1,3,5,3,3,1,0,2
32,Travel_Rarely,Research & Development,8,2,3,Female,4,Research Scientist,Married,5175,5,No,3,3,1,9,3,2,5,3,1,3
46,Travel_Rarely,Sales,3,3,1,Female,4,Sales Executive,Divorced,13225,2,No,3,4,1,25,5,3,19,17,2,8
37,Travel_Rarely,Research & Development,14,3,4,Female,3,Laboratory Technician,Divorced,3034,1,No,3,3,1,18,2,2,18,7,12,17
45,Non-Travel,Sales,9,4,2,Female,2,Sales Executive,Married,5593,1,No,3,4,1,15,2,3,15,10,4,12
51,Travel_Frequently,Research & Development,6,2,2,Female,2,Laboratory Technician,Single,2838,0,No,3,2,0,8,6,2,7,0,7,7
